ID,Pred
2019_F Dickinson_Ohio St,0.0591390981
2019_F Dickinson_Oklahoma,0.0557413901
2019_F Dickinson_Old Dominion,0.1388421417
2019_F Dickinson_Oregon,0.0634216273
2019_F Dickinson_Prairie View,0.4681084578
2019_F Dickinson_Purdue,0.0256081968
2019_F Dickinson_Seton Hall,0.0735432396
2019_F Dickinson_St John's,0.0947299392
2019_F Dickinson_ St. Louis,0.1542597075
2019_F Dickinson_ St. Mary's CA,0.0848037998
2019_F Dickinson_Syracuse,0.0549296491
2019_F Dickinson_Temple,0.1025205501
2019_F Dickinson_Tennessee,0.0141766387
2019_F Dickinson_Texas Tech,0.0234717572
2019_F Dickinson_UC Irvine,0.0948407
2019_F Dickinson_UCF,0.0795556194
2019_F Dickinson_Utah St,0.0660509965
2019_F Dickinson_VA CommonWealth,0.0747662326
2019_F Dickinson_Vermont,0.1498600826
2019_F Dickinson_Villanova,0.0385432757
2019_F Dickinson_Virginia,0.0106976238
2019_F Dickinson_Virginia Tech,0.0317345511
2019_F Dickinson_Washington,0.042447525
2019_F Dickinson_Wisconsin,0.02816329
2019_F Dickinson_Wofford,0.0617759968
2019_F Dickinson_Yale,0.2290242545
2019_Florida_Florida St,0.2576882926
2019_Florida_Gardner Webb,0.8987133556
2019_Florida_Georgia St,0.7848233058
2019_Florida_Gonzaga,0.2338823227
2019_Florida_Houston,0.3228743671
2019_Florida_Iona,0.9499558836
2019_Florida_Iowa,0.4618682277
2019_Florida_Iowa St,0.3977127035
2019_Florida_Kansas,0.2859332496
2019_Florida_Kansas St,0.3565080325
2019_Florida_Kentucky,0.2383130781
2019_Florida_Liberty,0.7478939949
2019_Florida_Louisville,0.4282390677
2019_Florida_LSU,0.3346137569
2019_Florida_Marquette,0.418099944
2019_Florida_Maryland,0.4128017771
2019_Florida_Michigan,0.2004474506
2019_Florida_Michigan St,0.1887601934
2019_Florida_Minnesota,0.4770806411
2019_Florida_Mississippi,0.5608094627
2019_Florida_Mississippi ST,0.4038559588
2019_Florida_Montana,0.8195280083
2019_Florida_Murray St,0.7312403014
2019_Florida_N Dakota St,0.9217988059
2019_Florida_N Kentucky,0.7723013994
2019_Florida_NC Central,0.97618666
2019_Florida_Nevada,0.4173832457
2019_Florida_New Mexico St,0.5876766214
2019_Florida_North Carolina,0.2060383037
2019_Florida_Northeastern,0.7771062153
2019_Florida_Ohio St,0.5154648859
2019_Florida_Oklahoma,0.4997763017
2019_Florida_Old Dominion,0.7318133128
2019_Florida_Oregon,0.5340357946
2019_Florida_Prairie View,0.9370881457
2019_Florida_Purdue,0.3078652085
2019_Florida_Seton Hall,0.5732903441
2019_Florida_St John's,0.6391274677
2019_Florida_ St. Louis,0.7553232018
2019_Florida_ St. Mary's CA,0.6106354794
2019_Florida_Syracuse,0.4958941463
2019_Florida_Temple,0.659093098
2019_Florida_Tennessee,0.1957456574
2019_Florida_Texas Tech,0.2891689891
2019_Florida_UC Irvine,0.6394251527
2019_Florida_UCF,0.5939652679
2019_Florida_Utah St,0.5448262215
2019_Florida_VA CommonWealth,0.577642303
2019_Florida_Vermont,0.748961912
2019_Florida_Villanova,0.4042264088
2019_Florida_Virginia,0.1547010169
2019_Florida_Virginia Tech,0.3567913705
2019_Florida_Washington,0.4286577529
2019_Florida_Wisconsin,0.3290718109
2019_Florida_Wofford,0.5270506825
2019_Florida_Yale,0.8340979551
2019_Florida St_Gardner Webb,0.9621946741
2019_Florida St_Georgia St,0.9127557218
2019_Florida St_Gonzaga,0.4668585481
2019_Florida St_Houston,0.577657294
2019_Florida St_Iona,0.9819654689
2019_Florida St_Iowa,0.7111412785
2019_Florida St_Iowa St,0.6544714196
2019_Florida St_Kansas,0.5345795038
2019_Florida St_Kansas St,0.6137740863
2019_Florida St_Kentucky,0.4729780754
2019_Florida St_Liberty,0.8948406487
2019_Florida St_Louisville,0.6823771601
2019_Florida St_LSU,0.5905806919
2019_Florida St_Marquette,0.6733066757
2019_Florida St_Maryland,0.6684897418
2019_Florida St_Michigan,0.4183031788
2019_Florida St_Michigan St,0.4002726771
2019_Florida St_Minnesota,0.7235251607
2019_Florida St_Mississippi,0.7855327483
2019_Florida St_Mississippi ST,0.6602331063
2019_Florida St_Montana,0.9287013758
2019_Florida St_Murray St,0.8864198241
2019_Florida St_N Dakota St,0.9712738137
2019_Florida St_N Kentucky,0.9067945143
2019_Florida St_NC Central,0.9915672607
2019_Florida St_Nevada,0.672658209
2019_Florida St_New Mexico St,0.8034702155
2019_Florida St_North Carolina,0.4267274112
2019_Florida St_Northeastern,0.909095357
2019_Florida St_Ohio St,0.7531784371
2019_Florida St_Oklahoma,0.7413241865
2019_Florida St_Old Dominion,0.8867132407
2019_Florida St_Oregon,0.7667609657
2019_Florida St_Prairie View,0.9771301402
2019_Florida St_Purdue,0.5606101193
2019_Florida St_Seton Hall,0.7939735692
2019_Florida St_St John's,0.8355297626
2019_Florida St_ St. Louis,0.8985270745
2019_Florida St_ St. Mary's CA,0.8181318355
2019_Florida St_Syracuse,0.7383351649
2019_Florida St_Temple,0.8472266241
2019_Florida St_Tennessee,0.4111188134
2019_Florida St_Texas Tech,0.5385070374
2019_Florida St_UC Irvine,0.8357070814
2019_Florida St_UCF,0.8075454587
2019_Florida St_Utah St,0.7744384013
2019_Florida St_VA CommonWealth,0.7968722806
2019_Florida St_Vermont,0.8953731817
2019_Florida St_Villanova,0.660578138
2019_Florida St_Virginia,0.344243826
2019_Florida St_Virginia Tech,0.6140667739
2019_Florida St_Washington,0.6827476141
2019_Florida St_Wisconsin,0.5845235448
2019_Florida St_Wofford,0.7617078631
2019_Florida St_Yale,0.9351548829
2019_Gardner Webb_Georgia St,0.2904350994
2019_Gardner Webb_Gonzaga,0.0331247548
2019_Gardner Webb_Houston,0.0507931884
2019_Gardner Webb_Iona,0.6805367747
2019_Gardner Webb_Iowa,0.0878563226
2019_Gardner Webb_Iowa St,0.0689921115
2019_Gardner Webb_Kansas,0.0430047044
2019_Gardner Webb_Kansas St,0.0585343733
2019_Gardner Webb_Kentucky,0.0339206746
2019_Gardner Webb_Liberty,0.2497662565
2019_Gardner Webb_Louisville,0.0775356965
2019_Gardner Webb_LSU,0.0534204343
2019_Gardner Webb_Marquette,0.0746163257
2019_Gardner Webb_Maryland,0.0731238187
2019_Gardner Webb_Michigan,0.0273642818
2019_Gardner Webb_Michigan St,0.025447591
2019_Gardner Webb_Minnesota,0.0928761056
2019_Gardner Webb_Mississippi,0.1253380436
2019_Gardner Webb_Mississippi ST,0.0706534381
2019_Gardner Webb_Montana,0.3375753825
2019_Gardner Webb_Murray St,0.2339130094
2019_Gardner Webb_N Dakota St,0.5694901206
2019_Gardner Webb_N Kentucky,0.27569471
2019_Gardner Webb_NC Central,0.8214404059
2019_Gardner Webb_Nevada,0.0744131254
2019_Gardner Webb_New Mexico St,0.1378929237
2019_Gardner Webb_North Carolina,0.0282983853
2019_Gardner Webb_Northeastern,0.2812258273
2019_Gardner Webb_Ohio St,0.1066532749
2019_Gardner Webb_Oklahoma,0.1008182585
2019_Gardner Webb_Old Dominion,0.2344362504
2019_Gardner Webb_Oregon,0.1139597709
2019_Gardner Webb_Prairie View,0.625690264
2019_Gardner Webb_Purdue,0.0475439429
2019_Gardner Webb_Seton Hall,0.1310185996
2019_Gardner Webb_St John's,0.1657998823
2019_Gardner Webb_ St. Louis,0.2572973554
2019_Gardner Webb_ St. Mary's CA,0.1496579025
2019_Gardner Webb_Syracuse,0.0994191951
2019_Gardner Webb_Temple,0.1782842224
2019_Gardner Webb_Tennessee,0.0265874078
2019_Gardner Webb_Texas Tech,0.0436594477
2019_Gardner Webb_UC Irvine,0.1659785045
2019_Gardner Webb_UCF,0.1410145676
2019_Gardner Webb_Utah St,0.11841946
2019_Gardner Webb_VA CommonWealth,0.1330601104
2019_Gardner Webb_Vermont,0.2508305752
2019_Gardner Webb_Villanova,0.0707545228
2019_Gardner Webb_Virginia,0.0201249058
2019_Gardner Webb_Virginia Tech,0.0586024609
2019_Gardner Webb_Washington,0.0776580732
2019_Gardner Webb_Wisconsin,0.0521705205
2019_Gardner Webb_Wofford,0.1111584405
2019_Gardner Webb_Yale,0.3607022274
2019_Georgia St_Gonzaga,0.0769322052
2019_Georgia St_Houston,0.1151834819
2019_Georgia St_Iona,0.8382480662
2019_Georgia St_Iowa,0.1898347563
2019_Georgia St_Iowa St,0.1527406988
2019_Georgia St_Kansas,0.0985466312
2019_Georgia St_Kansas St,0.1313798487
2019_Georgia St_Kentucky,0.0786950556
2019_Georgia St_Liberty,0.4474822185
2019_Georgia St_Louisville,0.1697641417
2019_Georgia St_LSU,0.120717705
2019_Georgia St_Marquette,0.1639895216
2019_Georgia St_Maryland,0.1610203979
2019_Georgia St_Michigan,0.0640582421
2019_Georgia St_Michigan St,0.0597292103
2019_Georgia St_Minnesota,0.1994074156
2019_Georgia St_Mississippi,0.2584936597
2019_Georgia St_Mississippi ST,0.1560806001
2019_Georgia St_Montana,0.5535173533
2019_Georgia St_Murray St,0.4262088632
2019_Georgia St_N Dakota St,0.762924724
2019_Georgia St_N Kentucky,0.4807823841
2019_Georgia St_NC Central,0.9179751056
2019_Georgia St_Nevada,0.1635859592
2019_Georgia St_New Mexico St,0.2801149447
2019_Georgia St_North Carolina,0.0661597238
2019_Georgia St_Northeastern,0.4876578262
2019_Georgia St_Ohio St,0.2250665306
2019_Georgia St_Oklahoma,0.2143072292
2019_Georgia St_Old Dominion,0.4269225403
2019_Georgia St_Oregon,0.238321062
2019_Georgia St_Prairie View,0.8026250314
2019_Georgia St_Purdue,0.1082850825
2019_Georgia St_Seton Hall,0.2683575054
2019_Georgia St_St John's,0.3259234163
2019_Georgia St_ St. Louis,0.4573407585
2019_Georgia St_ St. Mary's CA,0.2997945885
2019_Georgia St_Syracuse,0.2117040646
2019_Georgia St_Temple,0.3454714861
2019_Georgia St_Tennessee,0.0623063572
2019_Georgia St_Texas Tech,0.0999586704
2019_Georgia St_UC Irvine,0.326207088
2019_Georgia St_UCF,0.2853904091
2019_Georgia St_Utah St,0.2462946728
2019_Georgia St_VA CommonWealth,0.271869491
2019_Georgia St_Vermont,0.4488849544
2019_Georgia St_Villanova,0.1562833532
2019_Georgia St_Virginia,0.047586215
2019_Georgia St_Virginia Tech,0.1315208333
2019_Georgia St_Washington,0.1700052579
2019_Georgia St_Wisconsin,0.1180896293
2019_Georgia St_Wofford,0.2332675338
2019_Georgia St_Yale,0.5785180792
2019_Gonzaga_Houston,0.6086551764
2019_Gonzaga_Iona,0.9841056093
2019_Gonzaga_Iowa,0.7368058648
2019_Gonzaga_Iowa St,0.6829260784
2019_Gonzaga_Kansas,0.5663656688
2019_Gonzaga_Kansas St,0.6437559318
2019_Gonzaga_Kentucky,0.5050763292
2019_Gonzaga_Liberty,0.9063336032
2019_Gonzaga_Louisville,0.709553605
2019_Gonzaga_LSU,0.6212519651
2019_Gonzaga_Marquette,0.7009190554
2019_Gonzaga_Maryland,0.6963256286
2019_Gonzaga_Michigan,0.449858166
2019_Gonzaga_Michigan St,0.4314764138
2019_Gonzaga_Minnesota,0.7484786177
2019_Gonzaga_Mississippi,0.8063872762
2019_Gonzaga_Mississippi ST,0.6884391604
2019_Gonzaga_Montana,0.9367552154
2019_Gonzaga_Murray St,0.8987289433
2019_Gonzaga_N Dakota St,0.9746499685
2019_Gonzaga_N Kentucky,0.91710205
2019_Gonzaga_NC Central,0.9925765796
2019_Gonzaga_Nevada,0.7003010013
2019_Gonzaga_New Mexico St,0.8229736004
2019_Gonzaga_North Carolina,0.4584170781
2019_Gonzaga_Northeastern,0.9191711247
2019_Gonzaga_Ohio St,0.7762830618
2019_Gonzaga_Oklahoma,0.7651925286
2019_Gonzaga_Old Dominion,0.8989941845
2019_Gonzaga_Oregon,0.7889504217
2019_Gonzaga_Prairie View,0.9798322996
2019_Gonzaga_Purdue,0.5919754184
2019_Gonzaga_Seton Hall,0.8142014564
2019_Gonzaga_St John's,0.8524359145
2019_Gonzaga_ St. Louis,0.9096578121
2019_Gonzaga_ St. Mary's CA,0.8364763429
2019_Gonzaga_Syracuse,0.7623909082
2019_Gonzaga_Temple,0.8631273989
2019_Gonzaga_Tennessee,0.4425441543
2019_Gonzaga_Texas Tech,0.5702406074
2019_Gonzaga_UC Irvine,0.852598222
2019_Gonzaga_UCF,0.8267316349
2019_Gonzaga_Utah St,0.796091695
2019_Gonzaga_VA CommonWealth,0.816881208
2019_Gonzaga_Vermont,0.9068139962
2019_Gonzaga_Villanova,0.6887690512
2019_Gonzaga_Virginia,0.3738021564
2019_Gonzaga_Virginia Tech,0.6440390757
2019_Gonzaga_Washington,0.7099058373
2019_Gonzaga_Wisconsin,0.6153530448
2019_Gonzaga_Wofford,0.7842427794
2019_Gonzaga_Yale,0.9425248543
2019_Houston_Iona,0.9753937991
2019_Houston_Iowa,0.6418742835
2019_Houston_Iowa St,0.579647748
2019_Houston_Kansas,0.4553974153
2019_Houston_Kansas St,0.5363804526
2019_Houston_Kentucky,0.3951731639
2019_Houston_Liberty,0.8610147475
2019_Houston_Louisville,0.6099953953
2019_Houston_LSU,0.5122329134
2019_Houston_Marquette,0.6000693329
2019_Houston_Maryland,0.5948223738
2019_Houston_Michigan,0.3436280212
2019_Houston_Michigan St,0.3270068342
2019_Houston_Minnesota,0.6557904064
2019_Houston_Mississippi,0.7272629722
2019_Houston_Mississippi ST,0.585867617
2019_Houston_Montana,0.9046061191
2019_Houston_Murray St,0.850338277
2019_Houston_N Dakota St,0.9609610599
2019_Houston_N Kentucky,0.8762821185
2019_Houston_NC Central,0.9884532815
2019_Houston_Nevada,0.5993619951
2019_Houston_New Mexico St,0.7485137201
2019_Houston_North Carolina,0.3514570041
2019_Houston_Northeastern,0.8792358695
2019_Houston_Ohio St,0.6895917711
2019_Houston_Oklahoma,0.6759973397
2019_Houston_Old Dominion,0.8507092059
2019_Houston_Oregon,0.7053043444
2019_Houston_Prairie View,0.968852396
2019_Houston_Purdue,0.4815617491
2019_Houston_Seton Hall,0.7372299788
2019_Houston_St John's,0.7871634345
2019_Houston_ St. Louis,0.865709007
2019_Houston_ St. Mary's CA,0.7660816109
2019_Houston_Syracuse,0.6725868509
2019_Houston_Temple,0.8014827701
2019_Houston_Tennessee,0.3369832097
2019_Houston_Texas Tech,0.4593173203
2019_Houston_UC Irvine,0.7873796286
2019_Houston_UCF,0.7533787537
2019_Houston_Utah St,0.7142508319
2019_Houston_VA CommonWealth,0.7406662839
2019_Houston_Vermont,0.8616921011
2019_Houston_Villanova,0.5862408405
2019_Houston_Virginia,0.2765051756
2019_Houston_Virginia Tech,0.5366875177
2019_Houston_Washington,0.6104020709
2019_Houston_Wisconsin,0.5059862373
2019_Houston_Wofford,0.6994416981
2019_Houston_Yale,0.9130363542
2019_Iona_Iowa,0.0430826871
2019_Iona_Iowa St,0.0334792603
2019_Iona_Kansas,0.0205729634
2019_Iona_Kansas St,0.0282412279
2019_Iona_Kentucky,0.0161473169
2019_Iona_Liberty,0.1346610575
2019_Iona_Louisville,0.0378037083
2019_Iona_LSU,0.0257016415
2019_Iona_Marquette,0.0363214211
2019_Iona_Maryland,0.0355654654
2019_Iona_Michigan,0.0129801092
2019_Iona_Michigan St,0.0120584457
2019_Iona_Minnesota,0.045672364
2019_Iona_Mississippi,0.0627774953
2019_Iona_Mississippi ST,0.03431696
2019_Iona_Montana,0.1923800182
2019_Iona_Murray St,0.1248975174
2019_Iona_N Dakota St,0.3820797936
2019_Iona_N Kentucky,0.1510460907
2019_Iona_NC Central,0.6825761092
2019_Iona_Nevada,0.0362184265
2019_Iona_New Mexico St,0.0695641983
2019_Iona_North Carolina,0.0134299763
2019_Iona_Northeastern,0.1546102609
2019_Iona_Ohio St,0.052855362
2019_Iona_Oklahoma,0.0497995638
2019_Iona_Old Dominion,0.1252167596
2019_Iona_Oregon,0.0567102846
2019_Iona_Prairie View,0.4386287204
2019_Iona_Purdue,0.0228008958
2019_Iona_Seton Hall,0.0658361081
2019_Iona_St John's,0.0850062217
2019_Iona_ St. Louis,0.1393661704
2019_Iona_ St. Mary's CA,0.0760134145
2019_Iona_Syracuse,0.0490698548
2019_Iona_Temple,0.0920784906
2019_Iona_Tennessee,0.0126063101
2019_Iona_Texas Tech,0.0208936415
2019_Iona_UC Irvine,0.0851066821
2019_Iona_UCF,0.0712668754
2019_Iona_Utah St,0.0590789627
2019_Iona_VA CommonWealth,0.0669401953
2019_Iona_Vermont,0.1353233558
2019_Iona_Villanova,0.0343679802
2019_Iona_Virginia,0.0095089442
2019_Iona_Virginia Tech,0.0282751366
2019_Iona_Washington,0.037865949
2019_Iona_Wisconsin,0.0250830971
2019_Iona_Wofford,0.0552285276
2019_Iona_Yale,0.2086935169
2019_Iowa_Iowa St,0.4337807439
2019_Iowa_Kansas,0.3172030206
2019_Iowa_Kansas St,0.3912668294
2019_Iowa_Kentucky,0.2663173679
2019_Iowa_Liberty,0.7748624701
2019_Iowa_Louisville,0.4649384281
2019_Iowa_LSU,0.3684601948
2019_Iowa_Marquette,0.4546212872
2019_Iowa_Maryland,0.4492175948
2019_Iowa_Michigan,0.2253183924
2019_Iowa_Michigan St,0.2125665387
2019_Iowa_Minnesota,0.5142013727
2019_Iowa_Mississippi,0.5970071729
2019_Iowa_Mississippi ST,0.4400740486
2019_Iowa_Montana,0.8404681515
2019_Iowa_Murray St,0.7594171973
2019_Iowa_N Dakota St,0.9318591359
2019_Iowa_N Kentucky,0.7973663493
2019_Iowa_NC Central,0.979406482
2019_Iowa_Nevada,0.4538908169
2019_Iowa_New Mexico St,0.6231479717
2019_Iowa_North Carolina,0.2314021765
2019_Iowa_Northeastern,0.8017780061
2019_Iowa_Ohio St,0.5524171437
2019_Iowa_Oklahoma,0.5368499894
2019_Iowa_Old Dominion,0.7599498552
2019_Iowa_Oregon,0.5707511672
2019_Iowa_Prairie View,0.9452982737
2019_Iowa_Purdue,0.3403901265
2019_Iowa_Seton Hall,0.6091762583
2019_Iowa_St John's,0.672638201
2019_Iowa_ St. Louis,0.7817288922
2019_Iowa_ St. Mary's CA,0.6453237458
2019_Iowa_Syracuse,0.5329866957
2019_Iowa_Temple,0.6916443111
2019_Iowa_Tennessee,0.2201938764
2019_Iowa_Texas Tech,0.3206337291
2019_Iowa_UC Irvine,0.6729223894
2019_Iowa_UCF,0.6292369332
2019_Iowa_Utah St,0.5813578786
2019_Iowa_VA CommonWealth,0.6134090259
2019_Iowa_Vermont,0.7758503872
2019_Iowa_Villanova,0.4404531751
2019_Iowa_Virginia,0.1751391998
2019_Iowa_Virginia Tech,0.3915609827
2019_Iowa_Washington,0.4653637902
2019_Iowa_Wisconsin,0.3626632119
2019_Iowa_Wofford,0.5638669556
2019_Iowa_Yale,0.8536494458
2019_Iowa St_Kansas,0.3764896726
2019_Iowa St_Kansas St,0.4551683668
2019_Iowa St_Kentucky,0.3205583583
2019_Iowa St_Liberty,0.8172991307
2019_Iowa St_Louisville,0.5303884998
2019_Iowa St_LSU,0.431275891
2019_Iowa St_Marquette,0.5200305591
2019_Iowa St_Maryland,0.5145829659
2019_Iowa St_Michigan,0.2743313559
2019_Iowa St_Michigan St,0.2597356502
2019_Iowa St_Minnesota,0.5790809192
2019_Iowa St_Mississippi,0.6581793343
2019_Iowa St_Mississippi ST,0.5053296238
2019_Iowa St_Montana,0.8725722947
2019_Iowa St_Murray St,0.8040288681
2019_Iowa St_N Dakota St,0.9467373017
2019_Iowa St_N Kentucky,0.836456486
2019_Iowa St_NC Central,0.9840803168
2019_Iowa St_Nevada,0.5192950624
2019_Iowa St_New Mexico St,0.682462625
2019_Iowa St_North Carolina,0.2812580568
2019_Iowa St_Northeastern,0.8401876611
2019_Iowa St_Ohio St,0.6160043083
2019_Iowa St_Oklahoma,0.6010515636
2019_Iowa St_Old Dominion,0.8044881831
2019_Iowa St_Oregon,0.6334619021
2019_Iowa St_Prairie View,0.9573763
2019_Iowa St_Purdue,0.4014624338
2019_Iowa St_Seton Hall,0.6695237453
2019_Iowa St_St John's,0.7275687997
2019_Iowa St_ St. Louis,0.8231666539
2019_Iowa St_ St. Mary's CA,0.7028126384
2019_Iowa St_Syracuse,0.5973221114
2019_Iowa St_Temple,0.7445966713
2019_Iowa St_Tennessee,0.2684784418
2019_Iowa St_Texas Tech,0.3802045457
2019_Iowa St_UC Irvine,0.7278245976
2019_Iowa St_UCF,0.6880729433
2019_Iowa St_Utah St,0.6434869613
2019_Iowa St_VA CommonWealth,0.6734532794
2019_Iowa St_Vermont,0.8181445365
2019_Iowa St_Villanova,0.5057141933
2019_Iowa St_Virginia,0.216284277
2019_Iowa St_Virginia Tech,0.4554746152
2019_Iowa St_Washington,0.5308143372
2019_Iowa St_Wisconsin,0.4251559436
2019_Iowa St_Wofford,0.6269260252
2019_Iowa St_Yale,0.8834687731
2019_Kansas_Kansas St,0.5794226952
2019_Kansas_Kentucky,0.4375789507
2019_Kansas_Liberty,0.8806256556
2019_Kansas_Louisville,0.6506545011
2019_Kansas_LSU,0.5556598462
2019_Kansas_Marquette,0.6411544995
2019_Kansas_Maryland,0.6361197018
2019_Kansas_Michigan,0.3840144289
2019_Kansas_Michigan St,0.3665306229
2019_Kansas_Minnesota,0.6940696805
2019_Kansas_Mississippi,0.7604967023
2019_Kansas_Mississippi ST,0.6275060892
2019_Kansas_Montana,0.9186474095
2019_Kansas_Murray St,0.8712303427
2019_Kansas_N Dakota St,0.9670098227
2019_Kansas_N Kentucky,0.8940039899
2019_Kansas_NC Central,0.9902854129
2019_Kansas_Nevada,0.6404762906
2019_Kansas_New Mexico St,0.7799415207
2019_Kansas_North Carolina,0.3922137224
2019_Kansas_Northeastern,0.8965845667
2019_Kansas_Ohio St,0.7256844129
2019_Kansas_Oklahoma,0.7130128358
2019_Kansas_Old Dominion,0.871557313
2019_Kansas_Oregon,0.7402581597
2019_Kansas_Prairie View,0.9737119093
2019_Kansas_Purdue,0.525188174
2019_Kansas_Seton Hall,0.7696339068
2019_Kansas_St John's,0.8149552988
2019_Kansas_ St. Louis,0.8847462148
2019_Kansas_ St. Mary's CA,0.7959125815
2019_Kansas_Syracuse,0.709824726
2019_Kansas_Temple,0.8278138421
2019_Kansas_Tennessee,0.3770372609
2019_Kansas_Texas Tech,0.5028832821
2019_Kansas_UC Irvine,0.815149892
2019_Kansas_UCF,0.7843737203
2019_Kansas_Utah St,0.7485218584
2019_Kansas_VA CommonWealth,0.772777064
2019_Kansas_Vermont,0.881220619
2019_Kansas_Villanova,0.627865623
2019_Kansas_Virginia,0.3127617449
2019_Kansas_Virginia Tech,0.5797235896
2019_Kansas_Washington,0.6510430336
2019_Kansas_Wisconsin,0.5494801749
2019_Kansas_Wofford,0.7348294464
2019_Kansas_Yale,0.925938367
2019_Kansas St_Kentucky,0.3599320909
2019_Kansas St_Liberty,0.8420689081
2019_Kansas St_Louisville,0.5737706324
2019_Kansas St_LSU,0.4747466701
2019_Kansas St_Marquette,0.5635822207
2019_Kansas St_Maryland,0.5582089967
2019_Kansas St_Michigan,0.3106229225
2019_Kansas St_Michigan St,0.2948809645
2019_Kansas St_Minnesota,0.6211776419
2019_Kansas St_Mississippi,0.6965112298
2019_Kansas St_Mississippi ST,0.5490585069
2019_Kansas St_Montana,0.8908491679
2019_Kansas St_Murray St,0.8302240407
2019_Kansas St_N Dakota St,0.9549262257
2019_Kansas St_N Kentucky,0.8590768291
2019_Kansas St_NC Central,0.9866091105
2019_Kansas St_Nevada,0.5628573613
2019_Kansas St_New Mexico St,0.7192330227
2019_Kansas St_North Carolina,0.318064327
2019_Kansas St_Northeastern,0.862376841
2019_Kansas St_Ohio St,0.6565981211
2019_Kansas St_Oklahoma,0.6423082278
2019_Kansas St_Old Dominion,0.8306348925
2019_Kansas St_Oregon,0.6731893062
2019_Kansas St_Prairie View,0.9639917336
2019_Kansas St_Purdue,0.4442756421
2019_Kansas St_Seton Hall,0.7071495125
2019_Kansas St_St John's,0.7609455688
2019_Kansas St_ St. Louis,0.8472895744
2019_Kansas St_ St. Mary's CA,0.7381307515
2019_Kansas St_Syracuse,0.6387326376
2019_Kansas St_Temple,0.7765280415
2019_Kansas St_Tennessee,0.3043204303
2019_Kansas St_Texas Tech,0.4223504315
2019_Kansas St_UC Irvine,0.7611803145
2019_Kansas St_UCF,0.7244559767
2019_Kansas St_Utah St,0.6826721039
2019_Kansas St_VA CommonWealth,0.7108248896
2019_Kansas St_Vermont,0.8428217399
2019_Kansas St_Villanova,0.5494393918
2019_Kansas St_Virginia,0.2475159796
2019_Kansas St_Virginia Tech,0.4992433814
2019_Kansas St_Washington,0.5741887134
2019_Kansas St_Wisconsin,0.4685180346
2019_Kansas St_Wofford,0.666989421
2019_Kansas St_Yale,0.9003612357
2019_Kentucky_Liberty,0.9042270851
2019_Kentucky_Louisville,0.7044646446
2019_Kentucky_LSU,0.6154543404
2019_Kentucky_Marquette,0.6957436796
2019_Kentucky_Maryland,0.6911057962
2019_Kentucky_Michigan,0.4437858826
2019_Kentucky_Michigan St,0.4254603634
2019_Kentucky_Minnesota,0.7438254381
2019_Kentucky_Mississippi,0.80252276
2019_Kentucky_Mississippi ST,0.6831454531
2019_Kentucky_Montana,0.9352840141
2019_Kentucky_Murray St,0.8964709355
2019_Kentucky_N Dakota St,0.9740358427
2019_Kentucky_N Kentucky,0.9152150547
2019_Kentucky_NC Central,0.9923933517
2019_Kentucky_Nevada,0.6951195826
2019_Kentucky_New Mexico St,0.8193659882
2019_Kentucky_North Carolina,0.452324253
2019_Kentucky_Northeastern,0.9173269818
2019_Kentucky_Ohio St,0.7719875684
2019_Kentucky_Oklahoma,0.7607497202
2019_Kentucky_Old Dominion,0.8967414112
2019_Kentucky_Oregon,0.7848307333
2019_Kentucky_Prairie View,0.9793410591
2019_Kentucky_Purdue,0.58602827
2019_Kentucky_Seton Hall,0.81045625
2019_Kentucky_St John's,0.849318782
2019_Kentucky_ St. Louis,0.9076184338
2019_Kentucky_ St. Mary's CA,0.8330880933
2019_Kentucky_Syracuse,0.757911861
2019_Kentucky_Temple,0.8601990733
2019_Kentucky_Tennessee,0.436492266
2019_Kentucky_Texas Tech,0.5642098767
2019_Kentucky_UC Irvine,0.8494839126
2019_Kentucky_UCF,0.8231841533
2019_Kentucky_Utah St,0.7920746665
2019_Kentucky_VA CommonWealth,0.8131776239
2019_Kentucky_Vermont,0.9047171461
2019_Kentucky_Villanova,0.683478372
2019_Kentucky_Virginia,0.3680696383
2019_Kentucky_Virginia Tech,0.6383872288
2019_Kentucky_Washington,0.7048204811
2019_Kentucky_Wisconsin,0.6095218778
2019_Kentucky_Wofford,0.7800568157
2019_Kentucky_Yale,0.9411794389
2019_Liberty_Louisville,0.2008946303
2019_Liberty_LSU,0.1444187851
2019_Liberty_Marquette,0.1943089201
2019_Liberty_Maryland,0.1909162078
2019_Liberty_Michigan,0.0776170716
2019_Liberty_Michigan St,0.0724426617
2019_Liberty_Minnesota,0.2344387881
2019_Liberty_Mississippi,0.300015288
2019_Liberty_Mississippi ST,0.1852617861
2019_Liberty_Montana,0.6038373594
2019_Liberty_Murray St,0.4773284424
2019_Liberty_N Dakota St,0.7982462343
2019_Liberty_N Kentucky,0.5323744272
2019_Liberty_NC Central,0.9322473729
2019_Liberty_Nevada,0.1938480453
2019_Liberty_New Mexico St,0.3235939584
2019_Liberty_North Carolina,0.0801252818
2019_Liberty_Northeastern,0.5392214443
2019_Liberty_Ohio St,0.2631241123
2019_Liberty_Oklahoma,0.2511350686
2019_Liberty_Old Dominion,0.4780564013
2019_Liberty_Oregon,0.2778164119
2019_Liberty_Prairie View,0.8333238753
2019_Liberty_Purdue,0.1299058355
2019_Liberty_Seton Hall,0.3107994512
2019_Liberty_St John's,0.3728302977
2019_Liberty_ St. Louis,0.5088827315
